trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-001,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-05883d7ec555470e-1143,MARKET,SELL,3.062,IOC,False,False,3.062,TAKER,3265.7,0.0,['3.99982936 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,db40c2ef-1c57-4355-b63d-17f2b48d5e8a,2025-01-12 23:00:00+00:00,2025-01-12 23:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-002,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-7ff70e01d5de0438-1152,MARKET,BUY,3.062,IOC,False,False,3.062,TAKER,3260.15,0.0,['3.99303172 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c57f437d-241b-478c-ba73-a80c93eb35d4,2025-01-13 01:00:00+00:00,2025-01-13 01:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-003,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-9ad3eff6f83f0f38-1397,MARKET,BUY,3.006,IOC,False,False,3.006,TAKER,3328.36,0.0,['4.00202006 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3d5a4c79-41fc-4643-b4cd-e606688a4885,2025-01-15 14:00:00+00:00,2025-01-15 14:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-004,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-f269db0e454119f0-1666,MARKET,SELL,3.006,IOC,False,False,3.006,TAKER,3269.83,0.0,['3.93164359 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6f9e9294-111d-4391-8592-e4fa229b5629,2025-01-18 09:00:00+00:00,2025-01-18 09:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-005,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-ae1668ec3a0a3340-1815,MARKET,SELL,3.035,IOC,False,False,3.035,TAKER,3265.88,0.0,['3.96477832 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a07f5560-cacd-482c-8981-14fc433698ef,2025-01-19 22:00:00+00:00,2025-01-19 22:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-006,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-f5210b8b3d978c82-1820,MARKET,BUY,3.035,IOC,False,False,3.035,TAKER,3214.15,0.0,['3.90197810 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,271391aa-ed08-43ef-881a-26dc99bd3566,2025-01-19 23:00:00+00:00,2025-01-19 23:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-007,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-e0fb8ec69f0a514d-2765,MARKET,SELL,3.186,IOC,False,False,3.186,TAKER,3134.6,0.0,['3.99473424 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,db1e24e6-d367-43c2-8a98-e70da991eac2,2025-01-29 20:00:00+00:00,2025-01-29 20:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-008,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-54d53301dfb73348-2770,MARKET,BUY,3.186,IOC,False,False,3.186,TAKER,3138.97,0.0,['4.00030337 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d0c2ebda-8380-40d9-b9cb-b73962a15060,2025-01-29 21:00:00+00:00,2025-01-29 21:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-009,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-327d139656752041-2954,MARKET,SELL,2.989,IOC,False,False,2.989,TAKER,3337.3,0.0,['3.99007588 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9348a417-dc27-4407-ac3c-af5a63d7c18d,2025-01-31 19:00:00+00:00,2025-01-31 19:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-010,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-5b077e44fcb3df76-3830,MARKET,BUY,2.989,IOC,False,False,2.989,TAKER,2626.07,0.0,['3.13972929 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3ce0003f-7f69-4740-b488-2c33b698508e,2025-02-09 23:00:00+00:00,2025-02-09 23:00:00+00:00
